"노드 ID","정류소번호","정류소명","X좌표","Y좌표","정류소 타입"
"00001","123000689","한강버스.잠실선착장","127.084778","37.518944","한강선착장"
"00002","104000315","한강버스.뚝섬선착장","127.0664722","37.5286945","한강선착장"
"00003","103000517","한강버스.옥수선착장","127.0180556","37.53875","한강선착장"
"00004","122000752","한강버스.압구정선착장","127.0163611","37.5268056","한강선착장"
"00005","118000622","한강버스.여의도선착장","126.9346389","37.529","한강선착장"
"00006","113000513","한강버스.망원선착장","126.8946111","37.5545","한강선착장"
"00007","115000952","한강버스.마곡선착장","126.8441111","37.5751389","한강선착장"
"00008","103000519","한강버스.서울숲선착장","127.0322985977","37.5405188592","한강선착장"
"01001","100000001","종로2가사거리","126.9877522923","37.5698055407","중앙차로"
"01002","100000002","창경궁.서울대학교병원","126.9965206101","37.579432932","중앙차로"
"01003","100000003","명륜3가.성대입구","126.9982508372","37.5825800121","중앙차로"
"01004","100000004","종로2가.삼일교","126.9876130976","37.5685792736","중앙차로"
"01005","100000005","혜화동로터리.여운형활동터","127.001744","37.586243","중앙차로"
"01006","101000305","서대문역사거리","126.966893","37.566137","중앙차로"
"01007","100000380","서울역사박물관.경희궁앞","126.97038","37.569135","중앙차로"
"01008","100000379","서울역사박물관.경희궁앞","126.9707589959","37.5695119837","중앙차로"
"01009","100000384","광화문역","126.9763534416","37.5701416811","중앙차로"
"01010","100000385","광화문역","126.9778802991","37.5702396638","중앙차로"
"01011","100000386","종로1가","126.9810660928","37.5701482455","중앙차로"
"01012","100000387","종로1가","126.9816283242","37.5702710116","중앙차로"
"01013","100000388","종로2가","126.9849902588","37.5701723774","중앙차로"
"01014","100000389","종로2가","126.9865353674","37.5702378859","중앙차로"
"01015","100000390","종로3가.탑골공원","126.9893256464","37.5702088889","중앙차로"
"01016","100000391","종로3가.탑골공원","126.9899877751","37.5703605443","중앙차로"
"01017","100000392","종로4가.종묘","126.9947218896","37.5705069968","중앙차로"
"01018","100000393","종로4가.종묘","126.995395739","37.570635002","중앙차로"
"01019","100000394","종로5가.광장시장","126.9990604685","37.5707860047","중앙차로"
"01020","100000395","종로5가.광장시장","126.9996038113","37.570930167","중앙차로"
"01021","100000396","종로6가.동대문종합시장","127.004462788","37.5710111729","중앙차로"
"01022","100000397","종로6가.동대문종합시장","127.0057137364","37.5711272339","중앙차로"
"01023","100000398","동대문역.흥인지문","127.013815948","37.572447536","중앙차로"
"01037","100000365","동대문역.흥인지문","127.0124191046","37.5721524474","중앙차로"
"01041","100000366","동묘앞.서울혜화경찰서","127.0186102731","37.5738321574","중앙차로"
"01044","100000367","동묘앞.서울혜화경찰서","127.0195527812","37.5742464626","중앙차로"
"01101","100000006","경기상고","126.9693634554","37.5875502159","일반차로"
"01102","100000007","신교동","126.9702626865","37.5832955233","일반차로"
"01103","100000008","경기상고","126.9697701102","37.5871907861","일반차로"
"01104","100000009","경복고교","126.9708802468","37.5851600316","일반차로"
"01105","100000010","청운중학교","126.9726741314","37.587810579","일반차로"
"01106","100000011","자하문고개.윤동주문학관","126.9671261805","37.5921866176","일반차로"
"01107","100000012","자하문고개.윤동주문학관","126.9671906625","37.5923353152","일반차로"
"01108","100000013","청운중학교","126.9722631304","37.5884219586","일반차로"
"01109","100000014","경복고교","126.9714039185","37.5850633028","일반차로"
"01110","100000015","통인시장종로구보건소","126.9710500404","37.5803257033","일반차로"
"01111","100000016","통인시장종로구보건소","126.9713851083","37.5805132118","일반차로"
"01112","100000017","효자동","126.9706209712","37.583091043","일반차로"
"01113","100000018","사직단.어린이도서관","126.9679907155","37.5751355316","일반차로"
"01114","100000019","경복궁역1번출구","126.9714158133","37.5761614873","일반차로"
"01115","100000020","경복궁역2번출구","126.9721994292","37.577040144","일반차로"
